id;trait;name;quest_bonus
1503;CHAOS;Coral Artemis' Bow;19
1504;AURORA;Transcendent Ares' Sword;21
1505;PURIFICATION;Transcendent Athena's Spear;11
1506;PURIFICATION;Coral Hephaestus' Hammer;14
1507;AURORA;Golden Ares' Sword;21
1508;CHAOS;Mercuris The Aegis;17
1509;PURIFICATION;Mercuris Ares' Spear;15
1510;AURORA;Golden The Aegis;21
1511;CHAOS;Agno Ares' Sword;17
1512;PURIFICATION;Toxic The Aegis;16
1513;AURORA;Mythic Ares' Sword;23
1514;AURORA;Golden Artemis' Quiver;25
1515;PURIFICATION;Amethyst Ares' Sword;16
1516;PURIFICATION;Adamantine Apollo's Lyre;16
1517;CHAOS;Emerald Demeter's Scythe;19
1518;CHAOS;Mercuris Hermes' Wings;18
1519;CHAOS;Atlantis Apollo's Lyre;18
1520;CHAOS;Golden Ares' Spear;20
1521;CHAOS;Skybound Hermes' Wings;20
1522;PURIFICATION;Skybound Hermes' Wings;15
1523;ASTRAL;Golden Artemis' Bow;41
1524;CHAOS;Transcendent Hephaestus' Hammer;19
1525;PURIFICATION;Adamantine Hades' Bident;14
1526;CHAOS;Mythic Demeter's Scythe;20
1527;CHAOS;Transcendent Ares' Sword;17
1528;CHAOS;Toxic Artemis' Bow;17
1529;CONJUNCTION;Amethyst Hermes' Wings;29
1530;AURORA;Mercuris Poseidon's Trident;21
1531;CHAOS;Mythic Artemis' Quiver;18
1532;CONJUNCTION;Golden Apollo's Lyre;27
1533;CHAOS;Adamantine Apollo's Lyre;18
1534;PURIFICATION;Mythic The Aegis;16
1535;AURORA;Skybound Ares' Sword;21
1536;AURORA;Skybound Ares' Sword;21
1537;CHAOS;Coral Hermes' Wings;18
1538;PURIFICATION;Emerald Athena's Spear;13
1539;AURORA;Agno The Aegis;24
1540;CHAOS;Skybound Hephaestus' Hammer;19
1541;AURORA;Emerald Hermes' Wings;25
1542;AURORA;Adamantine Artemis' Bow;22
1543;AURORA;Mercuris Hephaestus' Hammer;24
1544;CHAOS;Coral The Aegis;20
1545;AURORA;Golden Hephaestus' Hammer;21
1546;PURIFICATION;Adamantine Artemis' Bow;10
1547;CHAOS;Toxic Ares' Sword;20
1548;CONJUNCTION;Emerald Hades' Bident;28
1549;PURIFICATION;Toxic Apollo's Lyre;12
1550;AURORA;Mythic Ares' Sword;21
1551;CHAOS;Transcendent Apollo's Lyre;19
1552;CONJUNCTION;Mercuris Hermes' Wings;28
1553;CONJUNCTION;Atlantis Hades' Bident;28
1554;PURIFICATION;Adamantine Artemis' Quiver;14
1555;AURORA;Mercuris Artemis' Bow;22
1556;CHAOS;Coral Athena's Spear;19
1557;CHAOS;Adamantine Artemis' Quiver;20
1558;CHAOS;Skybound Athena's Spear;18
1559;CHAOS;Skybound The Aegis;18
1560;PURIFICATION;Amethyst Ares' Spear;15
1561;PURIFICATION;Coral Athena's Spear;15
1562;CHAOS;Mercuris Artemis' Quiver;20
1563;CHAOS;Coral Artemis' Quiver;17
1564;CHAOS;Adamantine Zeus' Thunderbolt;17
1565;PURIFICATION;Emerald Hera's Staff;14
1566;AURORA;Atlantis The Aegis;25
1567;CHAOS;Coral Ares' Spear;17
1568;PURIFICATION;Skybound Artemis' Quiver;13
1569;PURIFICATION;Emerald Demeter's Scythe;14
1570;PURIFICATION;Transcendent Hermes' Wings;10
1571;CHAOS;Amethyst Artemis' Bow;18
1572;CHAOS;Mercuris Athena's Spear;20
1573;PURIFICATION;Mythic Ares' Sword;10
1574;PURIFICATION;Atlantis Hades' Bident;14
1575;CHAOS;Golden Hades' Bident;18
1576;AURORA;Emerald Poseidon's Trident;21
1577;AURORA;Coral Demeter's Scythe;21
1578;AURORA;Golden Artemis' Bow;21
1579;PURIFICATION;Transcendent Poseidon's Trident;14
1580;CHAOS;Agno Zeus' Thunderbolt;17
1581;AURORA;Coral Poseidon's Trident;24
1582;AURORA;Atlantis Hades' Bident;21
1583;PURIFICATION;Toxic Demeter's Scythe;11
1584;CHAOS;Transcendent Hermes' Wings;20
1585;AURORA;Agno Ares' Sword;23
1586;AURORA;Coral Apollo's Lyre;23
1587;CONJUNCTION;Golden Poseidon's Trident;27
1588;CHAOS;Toxic Demeter's Scythe;18
1589;PURIFICATION;Skybound Poseidon's Trident;13
1590;PURIFICATION;Agno Hera's Staff;13
1591;PURIFICATION;Mercuris Hephaestus' Hammer;12
1592;AURORA;Golden Hera's Staff;24
1593;PURIFICATION;Golden Zeus' Thunderbolt;15
1594;CHAOS;Golden Artemis' Bow;20
1595;AURORA;Amethyst Hera's Staff;21
1596;PURIFICATION;Transcendent Artemis' Bow;14
1597;AURORA;Coral The Aegis;25
1598;CHAOS;Skybound Hades' Bident;20
1599;PURIFICATION;Emerald Hera's Staff;16
1600;PURIFICATION;Adamantine Artemis' Quiver;16
1601;CHAOS;Adamantine Ares' Spear;18
1602;AURORA;Golden Athena's Spear;23
1603;CONJUNCTION;Coral Zeus' Thunderbolt;29
1604;CHAOS;Adamantine Hera's Staff;18
1605;REFLECTION;Coral Poseidon's Trident;32
1606;PURIFICATION;Agno Zeus' Thunderbolt;10
1607;CHAOS;Emerald Ares' Sword;18
1608;AURORA;Mercuris Hades' Bident;22
1609;PURIFICATION;Toxic Athena's Spear;15
1610;AURORA;Mercuris Hephaestus' Hammer;21
1611;CONJUNCTION;Adamantine Ares' Spear;27
1612;AURORA;Mercuris Hermes' Wings;22
1613;AURORA;Mythic Poseidon's Trident;25
1614;CHAOS;Golden Artemis' Quiver;17
1615;CHAOS;Transcendent Ares' Sword;19
1616;PURIFICATION;Mercuris Demeter's Scythe;15
1617;PURIFICATION;Coral Hera's Staff;15
1618;PURIFICATION;Amethyst Poseidon's Trident;14
1619;CHAOS;Toxic Poseidon's Trident;17
1620;PURIFICATION;Mercuris Hera's Staff;16
1621;CONJUNCTION;Adamantine Ares' Sword;27
1622;PURIFICATION;Transcendent Artemis' Bow;14
1623;AURORA;Transcendent Demeter's Scythe;23
1624;PURIFICATION;Adamantine Artemis' Bow;15
1625;AURORA;Emerald Hephaestus' Hammer;22
1626;CHAOS;Emerald Hephaestus' Hammer;17
1627;CHAOS;Coral Ares' Sword;17
1628;CHAOS;Skybound Ares' Sword;18
1629;AURORA;Emerald Hades' Bident;22
1630;CHAOS;Coral Ares' Sword;18
1631;CHAOS;Toxic Artemis' Bow;18
1632;PURIFICATION;Adamantine Hades' Bident;14
1633;CHAOS;Skybound Ares' Sword;17
1634;AURORA;Skybound Poseidon's Trident;25
1635;CHAOS;Mythic Hera's Staff;18
1636;AURORA;Transcendent Hades' Bident;22
1637;CONJUNCTION;Atlantis Demeter's Scythe;26
1638;AURORA;Skybound Artemis' Bow;23
1639;PURIFICATION;Atlantis Poseidon's Trident;11
1640;CHAOS;Toxic Zeus' Thunderbolt;18
1641;CONJUNCTION;Mercuris Hera's Staff;28
1642;AURORA;Mythic Artemis' Bow;24
1643;CHAOS;Adamantine Athena's Spear;19
1644;CONJUNCTION;Golden Hades' Bident;26
1645;PURIFICATION;Coral Artemis' Quiver;16
1646;PURIFICATION;Skybound Hermes' Wings;10
1647;CHAOS;Golden Hera's Staff;17
1648;AGNO;Adamantine Hephaestus' Hammer;49
1649;PURIFICATION;Skybound Hera's Staff;15
1650;AURORA;Coral Ares' Spear;23
1651;CHAOS;Coral Athena's Spear;17
1652;CONJUNCTION;Adamantine Artemis' Quiver;28
1653;AURORA;Coral Demeter's Scythe;25
1654;CHAOS;Skybound Ares' Sword;18
1655;CHAOS;Emerald Ares' Sword;20
1656;CHAOS;Skybound Demeter's Scythe;20
1657;CONJUNCTION;Toxic Demeter's Scythe;28
1658;AURORA;Agno Athena's Spear;22
1659;CHAOS;Emerald Hera's Staff;19
1660;CHAOS;Amethyst Hermes' Wings;17
1661;CHAOS;Amethyst Hephaestus' Hammer;19
1662;CHAOS;Emerald Demeter's Scythe;17
1663;PURIFICATION;Mercuris Artemis' Bow;12
1664;AURORA;Golden Apollo's Lyre;22
1665;AURORA;Mercuris Zeus' Thunderbolt;23
1666;PURIFICATION;Adamantine Hephaestus' Hammer;14
1667;PURIFICATION;Amethyst Hades' Bident;16
1668;PURIFICATION;Atlantis Ares' Spear;11
1669;PURIFICATION;Adamantine Zeus' Thunderbolt;13
1670;CONJUNCTION;Mythic The Aegis;27
1671;AURORA;Golden Hephaestus' Hammer;22
1672;CHAOS;Mythic Apollo's Lyre;18
1673;AURORA;Golden Hephaestus' Hammer;23
1674;PURIFICATION;Amethyst Poseidon's Trident;14
1675;AURORA;Skybound Hephaestus' Hammer;21
1676;AURORA;Skybound Apollo's Lyre;21
1677;AURORA;Adamantine Artemis' Bow;25
1678;CHAOS;Toxic Artemis' Bow;19
1679;CONJUNCTION;Coral Athena's Spear;29
1680;CHAOS;Mercuris Hermes' Wings;20
1681;CHAOS;Mercuris Demeter's Scythe;18
1682;PURIFICATION;Mercuris Hera's Staff;10
1683;PURIFICATION;Amethyst Ares' Sword;16
1684;CHAOS;Adamantine Apollo's Lyre;18
1685;AURORA;Skybound Demeter's Scythe;22
1686;PURIFICATION;Atlantis Athena's Spear;15
1687;CHAOS;Toxic The Aegis;20
1688;PURIFICATION;Mythic Zeus' Thunderbolt;15
1689;AURORA;Adamantine Hera's Staff;24
1690;CHAOS;Agno Demeter's Scythe;18
1691;PURIFICATION;Skybound Zeus' Thunderbolt;12
1692;AURORA;Mythic Hades' Bident;21
1693;CHAOS;Toxic Zeus' Thunderbolt;18
1694;PURIFICATION;Golden Zeus' Thunderbolt;10
1695;CHAOS;Skybound Hades' Bident;19
1696;AURORA;Mythic Hephaestus' Hammer;21
1697;CHAOS;Transcendent Hades' Bident;17
1698;CHAOS;Adamantine Ares' Spear;19
1699;PURIFICATION;Atlantis Zeus' Thunderbolt;16
1700;CHAOS;Emerald Ares' Spear;18
1701;AURORA;Mercuris Athena's Spear;23
1702;CHAOS;Agno Artemis' Quiver;17
1703;CHAOS;Emerald Hephaestus' Hammer;20
1704;REFLECTION;Atlantis Hermes' Wings;35
1705;AURORA;Amethyst Athena's Spear;25
1706;PURIFICATION;Mercuris Hades' Bident;10
1707;CHAOS;Coral Zeus' Thunderbolt;19
1708;PURIFICATION;Transcendent Hermes' Wings;10
1709;PURIFICATION;Atlantis Ares' Sword;15
1710;CHAOS;Coral Hades' Bident;20
1711;PURIFICATION;Adamantine Athena's Spear;11
1712;AURORA;Amethyst The Aegis;22
1713;CHAOS;Golden Poseidon's Trident;18
1714;AURORA;Emerald Hera's Staff;21
1715;PURIFICATION;Coral Hades' Bident;11
1716;CONJUNCTION;Emerald Ares' Sword;27
1717;AURORA;Golden Artemis' Quiver;24
1718;CONJUNCTION;Atlantis Hades' Bident;29
1719;CHAOS;Skybound Artemis' Bow;19
1720;AURORA;Adamantine Poseidon's Trident;24
1721;AURORA;Coral Artemis' Bow;23
1722;PURIFICATION;Emerald Hera's Staff;11
1723;PURIFICATION;Mythic Poseidon's Trident;15
1724;CHAOS;Transcendent Ares' Sword;18
1725;PURIFICATION;Skybound Hera's Staff;14
1726;PURIFICATION;Agno Artemis' Bow;14
1727;AURORA;Skybound Athena's Spear;21
1728;AURORA;Transcendent Hera's Staff;22
1729;PURIFICATION;Atlantis Hera's Staff;14
1730;PURIFICATION;Agno Demeter's Scythe;15
1731;CONJUNCTION;Skybound Hera's Staff;29
1732;PURIFICATION;Mythic Apollo's Lyre;11
1733;PURIFICATION;Adamantine Poseidon's Trident;11
1734;CHAOS;Golden Artemis' Bow;20
1735;CHAOS;Mythic Hephaestus' Hammer;19
1736;CHAOS;Coral Ares' Sword;20
1737;PURIFICATION;Atlantis Hades' Bident;10
1738;PURIFICATION;Adamantine Poseidon's Trident;10
1739;PURIFICATION;Toxic Zeus' Thunderbolt;15
1740;PURIFICATION;Amethyst Zeus' Thunderbolt;14
1741;CHAOS;Adamantine Artemis' Bow;19
1742;PURIFICATION;Atlantis Zeus' Thunderbolt;15
1743;CHAOS;Amethyst The Aegis;19
1744;PURIFICATION;Adamantine The Aegis;14
1745;CHAOS;Emerald Hera's Staff;17
1746;AURORA;Adamantine Ares' Spear;22
1747;PURIFICATION;Mercuris The Aegis;13
1748;CHAOS;Mercuris Artemis' Bow;19
1749;AURORA;Skybound Hera's Staff;23
1750;CONJUNCTION;Golden Ares' Sword;30
1751;PURIFICATION;Skybound Hades' Bident;10
1752;CHAOS;Golden Demeter's Scythe;17
1753;PURIFICATION;Emerald Hermes' Wings;14
1754;CHAOS;Toxic Poseidon's Trident;18
1755;PURIFICATION;Coral Ares' Sword;10
1756;PURIFICATION;Amethyst Athena's Spear;12
1757;CHAOS;Transcendent Hephaestus' Hammer;18
1758;PURIFICATION;Amethyst The Aegis;10
1759;CHAOS;Mercuris Ares' Sword;19
1760;CHAOS;Coral Ares' Sword;19
1761;AURORA;Coral The Aegis;22
1762;PURIFICATION;Emerald Poseidon's Trident;13
1763;CONJUNCTION;Adamantine Hades' Bident;28
1764;PURIFICATION;Golden Hades' Bident;15
1765;CHAOS;Skybound Apollo's Lyre;17
1766;PURIFICATION;Mythic Athena's Spear;16
1767;CHAOS;Atlantis Athena's Spear;17
1768;PURIFICATION;Amethyst The Aegis;13
1769;AURORA;Coral The Aegis;23
1770;PURIFICATION;Golden Ares' Sword;16
1771;PURIFICATION;Mercuris The Aegis;14
1772;AURORA;Agno Hephaestus' Hammer;23
1773;CHAOS;Amethyst Athena's Spear;17
1774;CHAOS;Atlantis Athena's Spear;17
1775;CHAOS;Atlantis Ares' Spear;20
1776;PURIFICATION;Toxic Artemis' Bow;15
1777;PURIFICATION;Mercuris Hades' Bident;13
1778;CHAOS;Golden The Aegis;20
1779;CHAOS;Mercuris Zeus' Thunderbolt;18
1780;CONJUNCTION;Adamantine Poseidon's Trident;29
1781;PURIFICATION;Amethyst Demeter's Scythe;10
1782;CHAOS;Mythic Ares' Sword;18
1783;AURORA;Amethyst Athena's Spear;21
1784;CHAOS;Adamantine Zeus' Thunderbolt;20
1785;CHAOS;Mythic Artemis' Bow;19
1786;ASTRAL;Golden The Aegis;36
1787;AURORA;Mythic Ares' Spear;23
1788;AURORA;Transcendent Ares' Spear;21
1789;REFLECTION;Amethyst Demeter's Scythe;33
1790;PURIFICATION;Emerald Hera's Staff;16
1791;PURIFICATION;Coral Hades' Bident;11
1792;AURORA;Adamantine Poseidon's Trident;23
1793;CHAOS;Skybound Demeter's Scythe;20
1794;CHAOS;Atlantis Ares' Sword;17
1795;CHAOS;Golden Hermes' Wings;19
1796;PURIFICATION;Emerald Artemis' Quiver;13
1797;PURIFICATION;Mercuris Athena's Spear;13
1798;PURIFICATION;Agno Demeter's Scythe;11
1799;PURIFICATION;Golden Athena's Spear;16
1800;CONJUNCTION;Transcendent Apollo's Lyre;29
1801;AURORA;Amethyst Hephaestus' Hammer;22
1802;REFLECTION;Mercuris Zeus' Thunderbolt;35
1803;CHAOS;Adamantine Athena's Spear;18
1804;CHAOS;Transcendent Hermes' Wings;20
1805;PURIFICATION;Mythic Apollo's Lyre;16
1806;CHAOS;Mercuris Hephaestus' Hammer;20
1807;PURIFICATION;Mercuris Ares' Spear;12
1808;PURIFICATION;Adamantine Hera's Staff;10
1809;CHAOS;Skybound Athena's Spear;20
1810;PURIFICATION;Coral Hera's Staff;16
1811;AURORA;Adamantine Athena's Spear;24
1812;CHAOS;Mythic Hera's Staff;19
1813;CHAOS;Agno Hermes' Wings;20
1814;PURIFICATION;Amethyst Ares' Spear;13
1815;CHAOS;Toxic Apollo's Lyre;19
1816;CHAOS;Emerald Ares' Spear;19
1817;PURIFICATION;Amethyst The Aegis;12
1818;PURIFICATION;Mercuris Artemis' Quiver;15
1819;PURIFICATION;Skybound Hephaestus' Hammer;16
1820;PURIFICATION;Mythic Artemis' Quiver;15
1821;AURORA;Adamantine Artemis' Quiver;23
1822;AGNO;Agno Hephaestus' Hammer;47
1823;CHAOS;Adamantine Artemis' Quiver;19
1824;AURORA;Skybound Zeus' Thunderbolt;23
1825;AURORA;Amethyst Hades' Bident;21
1826;CHAOS;Golden Ares' Sword;20
1827;PURIFICATION;Atlantis Artemis' Quiver;11
1828;CHAOS;Adamantine Artemis' Bow;18
1829;PURIFICATION;Mercuris Athena's Spear;11
1830;PURIFICATION;Agno Hades' Bident;11
1831;AURORA;Mercuris Demeter's Scythe;21
1832;PURIFICATION;Toxic Ares' Sword;14
1833;AURORA;Amethyst Hermes' Wings;24
1834;PURIFICATION;Emerald Demeter's Scythe;13
1835;CHAOS;Mercuris Poseidon's Trident;17
1836;PURIFICATION;Skybound Hephaestus' Hammer;15
1837;CHAOS;Skybound Hera's Staff;17
1838;AURORA;Skybound Demeter's Scythe;24
1839;CHAOS;Skybound The Aegis;20
1840;CHAOS;Mercuris Apollo's Lyre;18
1841;CHAOS;Mercuris Hephaestus' Hammer;20
1842;AURORA;Coral Hephaestus' Hammer;24
1843;CHAOS;Mythic The Aegis;17
1844;PURIFICATION;Mercuris Hephaestus' Hammer;16
1845;PURIFICATION;Amethyst Poseidon's Trident;12
1846;PURIFICATION;Emerald Hermes' Wings;14
1847;CHAOS;Skybound Hades' Bident;17
1848;AURORA;Mercuris Hermes' Wings;24
1849;PURIFICATION;Mythic Ares' Sword;16
1850;AURORA;Golden Zeus' Thunderbolt;21
1851;CONJUNCTION;Skybound Hermes' Wings;26
1852;CHAOS;Amethyst Demeter's Scythe;19
1853;CHAOS;Emerald Apollo's Lyre;20
1854;PURIFICATION;Adamantine The Aegis;11
1855;PURIFICATION;Mythic Ares' Sword;14
1856;PURIFICATION;Adamantine Zeus' Thunderbolt;16
1857;CHAOS;Atlantis Hermes' Wings;17
1858;AURORA;Skybound Zeus' Thunderbolt;23
1859;PURIFICATION;Transcendent Hades' Bident;13
1860;PURIFICATION;Adamantine The Aegis;15
1861;AURORA;Agno Artemis' Quiver;21
1862;AURORA;Coral Poseidon's Trident;25
1863;AURORA;Adamantine The Aegis;24
1864;AURORA;Emerald Artemis' Quiver;21
1865;PURIFICATION;Mythic Apollo's Lyre;10
1866;CONJUNCTION;Agno Hermes' Wings;30
1867;AURORA;Amethyst The Aegis;22
1868;PURIFICATION;Skybound Artemis' Quiver;14
1869;PURIFICATION;Skybound Hera's Staff;13
1870;CHAOS;Transcendent Zeus' Thunderbolt;18
1871;PURIFICATION;Atlantis Artemis' Quiver;12
1872;AURORA;Toxic The Aegis;23
1873;AURORA;Atlantis Demeter's Scythe;21
1874;AURORA;Mercuris Zeus' Thunderbolt;21
1875;CHAOS;Skybound Hephaestus' Hammer;19
1876;AURORA;Golden Hephaestus' Hammer;25
1877;CHAOS;Coral Athena's Spear;19
1878;PURIFICATION;Atlantis Hephaestus' Hammer;16
1879;CHAOS;Mythic Ares' Spear;20
1880;REFLECTION;Atlantis Artemis' Bow;34
1881;CHAOS;Golden Demeter's Scythe;18
1882;PURIFICATION;Emerald Ares' Sword;12
1883;PURIFICATION;Golden Hermes' Wings;16
1884;PURIFICATION;Golden Hermes' Wings;13
1885;CHAOS;Mercuris Hera's Staff;19
1886;PURIFICATION;Agno Artemis' Quiver;10
1887;CHAOS;Skybound Ares' Sword;19
1888;PURIFICATION;Atlantis Ares' Sword;11
1889;PURIFICATION;Emerald Demeter's Scythe;13
1890;CHAOS;Adamantine Hermes' Wings;19
1891;CHAOS;Mercuris Hades' Bident;20
1892;CHAOS;Toxic Athena's Spear;17
1893;AURORA;Amethyst Ares' Spear;24
1894;CHAOS;Atlantis Hephaestus' Hammer;19
1895;REFLECTION;Transcendent Hera's Staff;33
1896;CHAOS;Skybound The Aegis;18
1897;REFLECTION;Atlantis Hermes' Wings;35
1898;CHAOS;Golden Ares' Sword;20
1899;PURIFICATION;Golden Hephaestus' Hammer;11
1900;CONJUNCTION;Transcendent Ares' Spear;28
1901;PURIFICATION;Toxic Hera's Staff;14
1902;CHAOS;Atlantis Athena's Spear;17
1903;PURIFICATION;Emerald Ares' Sword;10
1904;CONJUNCTION;Coral Demeter's Scythe;29
1905;AURORA;Skybound Demeter's Scythe;22
1906;CHAOS;Transcendent Artemis' Quiver;19
1907;PURIFICATION;Mythic Athena's Spear;12
1908;CHAOS;Adamantine Zeus' Thunderbolt;19
1909;CONJUNCTION;Atlantis Poseidon's Trident;26
1910;CHAOS;Golden The Aegis;19
1911;PURIFICATION;Adamantine Athena's Spear;13
1912;CHAOS;Amethyst Hephaestus' Hammer;19
1913;CHAOS;Adamantine The Aegis;18
1914;CHAOS;Agno Hephaestus' Hammer;19
1915;PURIFICATION;Mercuris The Aegis;16
1916;CHAOS;Emerald Hera's Staff;18
1917;CONJUNCTION;Atlantis Hades' Bident;27
1918;AURORA;Mythic Artemis' Quiver;23
1919;PURIFICATION;Coral Poseidon's Trident;13
1920;ASTRAL;Coral Poseidon's Trident;36
1921;PURIFICATION;Mythic Artemis' Bow;12
1922;CHAOS;Mythic Artemis' Bow;18
1923;CHAOS;Amethyst Demeter's Scythe;17
1924;AURORA;Coral The Aegis;25
1925;AURORA;Coral Artemis' Quiver;22
1926;CHAOS;Skybound Apollo's Lyre;20
1927;CHAOS;Emerald Artemis' Bow;20
1928;PURIFICATION;Amethyst Hephaestus' Hammer;16
1929;AURORA;Coral Hades' Bident;22
1930;CHAOS;Mythic Hephaestus' Hammer;20
1931;AURORA;Adamantine Ares' Sword;24
1932;AURORA;Mercuris Apollo's Lyre;22
1933;CHAOS;Agno Hera's Staff;19
1934;CHAOS;Skybound Artemis' Bow;20
1935;PURIFICATION;Coral Zeus' Thunderbolt;11
1936;CHAOS;Atlantis Artemis' Bow;18
1937;PURIFICATION;Atlantis Hephaestus' Hammer;12
1938;PURIFICATION;Toxic The Aegis;11
1939;PURIFICATION;Golden Demeter's Scythe;12
1940;CONJUNCTION;Mercuris Artemis' Quiver;27
1941;CHAOS;Mercuris Ares' Sword;17
1942;AURORA;Mercuris Hera's Staff;23
1943;AURORA;Skybound Zeus' Thunderbolt;25
1944;AURORA;Atlantis Poseidon's Trident;21
1945;CHAOS;Mythic Apollo's Lyre;17
1946;CHAOS;Coral Zeus' Thunderbolt;19
1947;CHAOS;Mercuris Artemis' Bow;19
1948;PURIFICATION;Atlantis Artemis' Bow;11
1949;CHAOS;Skybound Hermes' Wings;17
1950;CONJUNCTION;Mythic Hermes' Wings;29
1951;CHAOS;Skybound Ares' Spear;17
1952;AURORA;Emerald Artemis' Bow;24
1953;CHAOS;Atlantis Ares' Sword;18
1954;AURORA;Skybound Apollo's Lyre;22
1955;CHAOS;Agno Ares' Sword;17
1956;AURORA;Golden Artemis' Bow;21
1957;PURIFICATION;Skybound Hephaestus' Hammer;12
1958;CHAOS;Agno Hera's Staff;18
1959;CONJUNCTION;Adamantine Hermes' Wings;28
1960;PURIFICATION;Skybound Apollo's Lyre;12
1961;PURIFICATION;Atlantis Demeter's Scythe;14
1962;CHAOS;Coral Hera's Staff;17
1963;AURORA;Amethyst The Aegis;23
1964;AURORA;Mythic Ares' Spear;24
1965;AURORA;Mythic Demeter's Scythe;22
1966;CONJUNCTION;Atlantis Hermes' Wings;27
1967;PURIFICATION;Agno Ares' Sword;16
1968;PURIFICATION;Golden Hera's Staff;16
1969;CHAOS;Mercuris Hermes' Wings;18
1970;CHAOS;Golden Zeus' Thunderbolt;20
1971;CHAOS;Atlantis Ares' Sword;17
1972;PURIFICATION;Amethyst Athena's Spear;16
1973;CHAOS;Golden Hades' Bident;20
1974;PURIFICATION;Atlantis Apollo's Lyre;16
1975;CHAOS;Adamantine Artemis' Quiver;20
1976;CHAOS;Toxic Hermes' Wings;17
1977;PURIFICATION;Emerald Poseidon's Trident;13
1978;CHAOS;Atlantis Hermes' Wings;18
1979;AURORA;Mercuris Hades' Bident;22
1980;CHAOS;Mythic Hermes' Wings;17
1981;CHAOS;Skybound Poseidon's Trident;18
1982;AURORA;Golden Poseidon's Trident;22
1983;CONJUNCTION;Mythic Ares' Sword;30
1984;CHAOS;Skybound Hermes' Wings;17
1985;AURORA;Mercuris Demeter's Scythe;21
1986;CHAOS;Emerald Apollo's Lyre;17
1987;REFLECTION;Mercuris The Aegis;31
1988;PURIFICATION;Mythic Apollo's Lyre;13
1989;CHAOS;Emerald Zeus' Thunderbolt;17
1990;PURIFICATION;Skybound Hermes' Wings;15
1991;PURIFICATION;Amethyst Artemis' Bow;14
1992;AURORA;Atlantis Hermes' Wings;22
1993;PURIFICATION;Golden Hera's Staff;13
1994;AURORA;Adamantine Zeus' Thunderbolt;21
1995;AURORA;Toxic Ares' Spear;23
1996;AURORA;Mercuris Hades' Bident;22
1997;PURIFICATION;Emerald Hephaestus' Hammer;15
1998;PURIFICATION;Mythic Hera's Staff;10
1999;AURORA;Emerald Hephaestus' Hammer;25
